Ingreso_Hab_Dia (S),ADR_USD (P),Public_Noct_USD (P),Fotos (P),Mascotas (M)
158,17.6,18,7,False
52.5,15,13,1,False
120,60,60,5,True
21,21,22,7,False
115.5,23,25,3.2,True
22.3,12.3,12,2.3,False
27.3,10.8,10,8,True
55.5,23.8,26,3.5,False
10,10,9,20,True
52,16.5,14.8,2.8,False
60,10,10,5,False
36,12,10,3,False
128.7,11.7,15,11,False
8,8,10,7,False
10,10,9,7,False
100,20,19,5,True
151.5,57,59.5,9,False
176,11,11,3,False
26,13,16,5,True
141,14.6,17,8.4,True
62.4,31.2,35,1,False
223.2,35.1,38,11.1,False
108.3,15.1,15.1,8.3,False
104.4,18.9,20.3,6.9,False
76.1,16.6,16.5,10.8,False
47.5,24,26.2,7.3,False
26.5,22,19,9.3,True
182.7,29.4,30.4,10.7,False
94.2,21.2,21.1,8.9,False
80.3,12.9,10.2,18,False
207.5,23.9,28.3,8.5,False
147,18.9,18,6.5,False
94.5,55.8,57.5,9.8,True
20,20,20,5,False
99.6,16,16.3,7.5,False
221,26.1,38.4,9.3,False
220.5,22.2,18.4,16.7,True
311.5,25.9,20.3,10.5,False
25.8,11.5,10.8,9.4,False
82.3,12.6,12.5,3,False
11,11,11,4,False
523.9,14,24,8,False
80,80,78,3.7,False
60.2,14,14,8,True
128.8,27.2,29.4,9.8,False
166,19,19,4,True
40.8,40.8,38.5,11.8,False
178.5,23,21.6,10.6,True
11,11,10,9,False
102.2,33.1,35.8,17.3,False
115.5,16.5,16,4.5,False
179,10,9,8,True
21,21,20,3,True
197.6,10.9,10.4,6.4,False
100,14.3,20.5,3.5,True
68,11.4,13,4,False
92,12,12,10,False
484,74.5,78,1,True
230.8,21.7,19.1,18.7,True
214.3,45.2,50.4,15.9,False
93.2,12.7,11.7,9.3,False
67,12,11,5.5,True
175.1,23.8,28.3,14.7,False
14,14,14,4,True
17,10.3,10.7,9.7,False
167.6,11.1,10.3,5.6,False
82.3,16,16,5.3,False
54,23.3,23,8,False
65.7,16.7,15.8,8.5,False
364,28,25,14,False
269.4,42.9,40.2,6.4,False
302.1,29.1,31.9,7.3,True
119.5,14,14.9,7,False
20,10,10,2,True
17.3,17.3,17,6.7,False
72,27.5,17.7,9.8,True
432.7,29.5,40.5,9.1,False
306,36,59,7,False
254.2,38.2,41.6,17.1,False
39.3,11.2,10.4,8.6,False
72.1,17.7,21,4.9,False
82,10.3,10,9,False
113.8,19.9,19.6,6.6,False
41,10.2,9.2,3.8,True
204.5,25.5,29.4,16.9,False
104.1,17.8,20.7,9.9,False
137.2,23.1,27.6,12,False
57.5,36.8,39.8,9.8,False
331.1,42.8,44.6,8.9,False
75,14,14.8,13.3,False
83,11.9,10,1,False
107.7,49.3,25,1,False
245.6,16.1,27.2,15.3,True
91.1,29.7,31.6,14.6,False
172.3,24.6,26.3,12.8,False
81.5,19.2,20.7,9.4,False
128.5,22.2,27.4,10.8,False
193.4,49,45.9,5.7,False
115.5,70.5,73,2,True
371.5,22.9,19,14,False
202.4,18.4,18.5,13.1,False
555.2,84.1,62.4,29,True
12.3,12.3,12,7.8,False
221.8,22.3,25,10,False
36.6,18,16.7,4.6,False
84,17.7,17.3,5.3,True
94,10,10,5.4,False
74.4,13.4,10.9,7.6,True
11,11,9,6,True
21,21,21,11.7,True
62,62,64,2,False
47,47,46,10,False
113,25,23,11,True
45,10,10,4,False
45,45,42.5,7,False
461.3,28.9,25.7,25,False
150,30,22,12,False
70.8,13.7,20,22,False
410.1,40.5,40,9,(en blanco)
328.9,37.7,31.8,16,True
17.3,12.3,12,6,True
109.2,15.9,18.4,9.8,False
162.5,10.5,10,8,False
61,13,13.5,14,True
15,15,16,8,False
88,49,66,18.5,True
10,10,10,18,False
20,20,20,7,False
72.6,16.4,16.9,7.1,False
130,10,10,6,False
9,9,9,8,False
201.9,52,51.4,7.2,True
67.7,10.3,9,7,True
94,15,14.5,12.5,True
377.3,31.4,33.9,18.4,False
10.7,10.7,9,5,True
11,11,10,3,True
205,25.6,25,4,True
300.2,40,41,4.5,True
10,10,10,1,False
62,31,31,18,False
69.5,34.5,34,9,False
10,10,10,1,False
10,10,10,2,False
51,17,17,11,False
372,62,45,22,False
10,10,9,4,True
418.3,25.6,14,11,True
193,10.9,10,10,True
10,10,9,5,False
388.9,49.8,51.5,7.6,False
39.3,15,15.9,6.3,False
374.1,23.1,21.1,15.4,True
10,10,9,6,True
117.3,20.8,20.3,15.7,False
288.8,15,15,5,False
10,10,10,7,False
840,40,40,9,(en blanco)
10,10,10,5,False
31.5,10.5,11,9.5,True
241,22.8,30,14,False
87.1,12.1,10.8,9.8,False
55.3,11.9,15,14,False
103,11,10,8,False
63,63,67,8,False
321.6,24.4,30.2,19.4,False
22.5,12.5,16,7,True
564.7,22.7,21.7,2.3,(en blanco)
66,13.2,13,1,False
105,35,35,5,False
17,17,16,4,True
30,30,29.5,4,True
92,46,49,3,True
93,31,32,6,False
10,10,10,2,False
37,12.3,11,4,False
19,12.3,13,10.5,False
40.5,17.3,17,3,False
100,16.8,17.5,2,False
30,10,10,1,True
34,17,18,3,False
51,51,52,8,False
286,34.7,35.7,23,False
30,15,12,4,False
150,30,16,3,True
33,33,32,5,False
220,31.4,32,4,False
190.7,77.3,71,6,False
10,10,10,3,False
10,10,9,1,True
229.8,15.3,14.6,11.7,False
177.4,22.7,26.6,10.1,False
37,13,12.5,6,False
168,14,15,1,False
260.1,17.8,15.4,9.2,True
129,16.1,16,6,False
288.1,28.8,38.9,8.9,True
51.5,51.5,51,9,False
436.8,34.3,24.9,12.4,True
387,40.4,59,28,False
83,78,78.1,14,False
60,12,13,4,False
109.4,24,21.2,7.2,False
26,13,13,11,True
129,43,38,14,True
160,10,10,4,True
102,10.2,10,9,True
228,24.8,27.4,5.9,False
115.4,12.6,12.7,6.5,False
55.8,16.8,27.4,11.9,True
30,10,9,7,False
29.2,15.8,15.8,2.3,False
269.3,20.7,19.6,2.9,False
89,15.3,14.4,3.6,False
36.7,15.6,19,17,True
413.8,103.9,97.5,14.1,False
91.7,26.6,33,14,False
298.7,26.8,27.6,6.6,False
119.8,20.1,22.2,8.2,False
20.5,20.5,19,17,True
140.8,17.6,18,15.7,True
70.4,9.5,9,6,False
15.3,15.3,15.7,7,False
159.9,17.7,15.5,6.7,False
52,21.2,18.7,6.3,False
105,21,22,6,False
108,12,12,1,False
140.5,12.9,12.6,5.8,False
197.5,20.9,12.7,15.2,True
164.5,23.6,20.8,8.3,False
11,11,10,8,True
41,41,40,31,True
32.5,32.5,32,2.5,False
113.1,22.6,26.3,5.8,False
20,20,16,1,True
36.3,12.8,17,7,False
158,17.6,18,7,False
160.8,18.9,18.2,5,False
120,60,60,5,True
21,21,22,7,False
115.5,23,25,3.2,True
22.3,12.3,12,2.3,False
55.5,23.8,26,3.5,False
10,10,9,20,True
52,16.5,14.8,2.8,False
60,10,10,5,False
36,12,10,3,False
128.7,11.7,15,11,False
8,8,10,7,False
10,10,9,7,False
100,20,19,5,True
151.5,57,59.5,9,False
176,11,11,3,False
26,13,16,5,True
62.4,31.2,35,1,False
223.2,35.1,38,11.1,False
104.4,18.9,20.3,6.9,False
57.7,14,13.9,5,False
76.1,16.6,16.5,10.8,False
47.5,24,26.2,7.3,False
26.5,22,19,9.3,True
401.5,43.1,51.5,9.3,True
182.7,29.4,30.4,10.7,False
320.2,40.2,55.7,17.7,False
207.5,23.9,28.3,8.5,False
147,18.9,18,6.5,False
94.5,55.8,57.5,9.8,True
71.7,38.4,37.3,8.3,False
20,20,20,5,False
99.6,16,16.3,7.5,False
221,26.1,38.4,9.3,False
220.5,22.2,18.4,16.7,True
311.5,25.9,20.3,10.5,False
25.8,11.5,10.8,9.4,False
82.3,12.6,12.5,3,False
11,11,11,4,False
523.9,14,24,8,False
80,80,78,3.7,False
60.2,14,14,8,True
128.8,27.2,29.4,9.8,False
166,19,19,4,True
40.8,40.8,38.5,11.8,False
11,11,10,9,False
115.5,16.5,16,4.5,False
100,14.3,20.5,3.5,True
68,11.4,13,4,False
159,24.5,32,14,True
92,12,12,10,False
484,74.5,78,1,True
14,14,14,4,True
17,10.3,10.7,9.7,False
63.6,14.5,17.4,7.8,False
82.3,16,16,5.3,False
54,23.3,23,8,False
364,28,25,14,False
20,10,10,2,True
39.3,11.2,10.4,8.6,False
72.1,17.7,21,4.9,False
82,10.3,10,9,False
113.8,19.9,19.6,6.6,False
41,10.2,9.2,3.8,True
204.5,25.5,29.4,16.9,False
57.5,36.8,39.8,9.8,False
75,14,14.8,13.3,False
83,11.9,10,1,False
107.7,49.3,25,1,False
22,11,9.5,3,False
245.6,16.1,27.2,15.3,True
91.1,29.7,31.6,14.6,False
81.5,19.2,20.7,9.4,False
193.4,49,45.9,5.7,False
115.5,70.5,73,2,True
371.5,22.9,19,14,False
12.3,12.3,12,7.8,False
36.6,18,16.7,4.6,False
84,17.7,17.3,5.3,True
94,10,10,5.4,False
206.3,37.1,42.7,11.7,True
11,11,9,6,True
21,21,21,11.7,True
62,62,64,2,False
47,47,46,10,False
113,25,23,11,True
110,11,11,1,True
45,10,10,4,False
45,45,42.5,7,False
461.3,28.9,25.7,25,False
150,30,22,12,False
70.8,13.7,20,22,False
410.1,40.5,40,9,(en blanco)
162.5,10.5,10,8,False
61,13,13.5,14,True
15,15,16,8,False
88,49,66,18.5,True
10,10,10,18,False
20,20,20,7,False
72.6,16.4,16.9,7.1,False
130,10,10,6,False
9,9,9,8,False
67.7,10.3,9,7,True
377.3,31.4,33.9,18.4,False
10.7,10.7,9,5,True
205,25.6,25,4,True
300.2,40,41,4.5,True
20,20,14,3,True
10,10,10,1,False
62,31,31,18,False
69.5,34.5,34,9,False
10,10,10,1,False
10,10,10,2,False
51,17,17,11,False
10,10,9,4,True
418.3,25.6,14,11,True
193,10.9,10,10,True
10,10,9,5,False
39.3,15,15.9,6.3,False
10,10,9,6,True
117.3,20.8,20.3,15.7,False
288.8,15,15,5,False
10,10,10,7,False
840,40,40,9,(en blanco)
10,10,10,5,False
31.5,10.5,11,9.5,True
241,22.8,30,14,False
211.7,17.1,23.3,15.3,True
199.7,40,39.1,9.5,False
87.1,12.1,10.8,9.8,False
55.3,11.9,15,14,False
103,11,10,8,False
63,63,67,8,False
22.5,12.5,16,7,True
53.3,18,18.3,5,True
564.7,22.7,21.7,2.3,(en blanco)
66,13.2,13,1,False
105,35,35,5,False
17,17,16,4,True
30,30,29.5,4,True
92,46,49,3,True
93,31,32,6,False
10,10,10,2,False
37,12.3,11,4,False
19,12.3,13,10.5,False
40.5,17.3,17,3,False
100,16.8,17.5,2,False
126,14,16,11,False
30,10,10,1,True
34,17,18,3,False
51,51,52,8,False
286,34.7,35.7,23,False
11,11,9,3,True
30,15,12,4,False
150,30,16,3,True
33,33,32,5,False
220,31.4,32,4,False
190.7,77.3,71,6,False
10,10,10,3,False
10,10,9,1,True
229.8,15.3,14.6,11.7,False
177.4,22.7,26.6,10.1,False
37,13,12.5,6,False
168,14,15,1,False
260.1,17.8,15.4,9.2,True
129,16.1,16,6,False
139,19.8,21.9,7.9,False
51.5,51.5,51,9,False
436.8,34.3,24.9,12.4,True
205.4,21.5,31.6,8.8,False
387,40.4,59,28,False
83,78,78.1,14,False
60,12,13,4,False
109.4,24,21.2,7.2,False
32.8,12.9,14.3,10.5,True
26,13,13,11,True
30.4,10.2,9.2,6.4,False
129,43,38,14,True
160,10,10,4,True
102,10.2,10,9,True
94.7,15.1,19,14.3,False
62.8,15.3,16,7.5,True
115.4,12.6,12.7,6.5,False
30,10,9,7,False
29.2,15.8,15.8,2.3,False
89,15.3,14.4,3.6,False
36.7,15.6,19,17,True
413.8,103.9,97.5,14.1,False
91.7,26.6,33,14,False
298.7,26.8,27.6,6.6,False
20.5,20.5,19,17,True
80,19.7,18.2,8.9,True
70.4,9.5,9,6,False
15.3,15.3,15.7,7,False
105,21,22,6,False
108,12,12,1,False
140.5,12.9,12.6,5.8,False
420.4,58,50.8,4.3,False
164.5,23.6,20.8,8.3,False
45,15,13,2,False
41,41,40,31,True
32.5,32.5,32,2.5,False
112,23.6,25,8.8,True
113.1,22.6,26.3,5.8,False
20,20,16,1,True
36.3,12.8,17,7,False
158,17.6,18,7,False
120,60,60,5,True
21,21,22,7,False
22.3,12.3,12,2.3,False
55.5,23.8,26,3.5,False
10,10,9,20,True
52,16.5,14.8,2.8,False
60,10,10,5,False
36,12,10,3,False
128.7,11.7,15,11,False
8,8,10,7,False
10,10,9,7,False
100,20,19,5,True
151.5,57,59.5,9,False
176,11,11,3,False
26,13,16,5,True
62.4,31.2,35,1,False
223.2,35.1,38,11.1,False
108.3,15.1,15.1,8.3,False
76.1,16.6,16.5,10.8,False
47.5,24,26.2,7.3,False
160.7,26.3,25,5.3,False
182.3,18.8,22.6,12.1,False
94.5,55.8,57.5,9.8,True
133.7,20.6,22.8,9.1,True
71.7,38.4,37.3,8.3,False
20,20,20,5,False
99.6,16,16.3,7.5,False
311.5,25.9,20.3,10.5,False
25.8,11.5,10.8,9.4,False
82.3,12.6,12.5,3,False
11,11,11,4,False
49.1,12.8,14,13.9,False
523.9,14,24,8,False
180.9,17.6,13.7,6.3,False
60.2,14,14,8,True
234.7,24.6,24.6,11.4,True
157,36.6,36.5,7.6,False
166,19,19,4,True
40.8,40.8,38.5,11.8,False
11,11,10,9,False
115.5,16.5,16,4.5,False
179,10,9,8,True
21,21,20,3,True
100,14.3,20.5,3.5,True
140.8,16.4,16,11.2,False
68,11.4,13,4,False
159,24.5,32,14,True
92,12,12,10,False
484,74.5,78,1,True
214.3,45.2,50.4,15.9,False
35.4,11.6,10.6,7,False
67,12,11,5.5,True
175.1,23.8,28.3,14.7,False
14,14,14,4,True
17,10.3,10.7,9.7,False
63.6,14.5,17.4,7.8,False
82.3,16,16,5.3,False
54,23.3,23,8,False
364,28,25,14,False
20,10,10,2,True
17.3,17.3,17,6.7,False
98.6,19.6,21.2,8.4,False
205.9,16.4,16.7,11.1,False
168.3,29.3,33.3,18.3,False
623.1,77.8,78.1,19.1,True
432.7,29.5,40.5,9.1,False
306,36,59,7,False
231,43.9,41.7,11.9,True
39.3,11.2,10.4,8.6,False
72.1,17.7,21,4.9,False
82,10.3,10,9,False
113.8,19.9,19.6,6.6,False
41,10.2,9.2,3.8,True
204.5,25.5,29.4,16.9,False
53.1,13.5,13.5,7.2,False
74.2,13.1,12.3,2.4,True
57.5,36.8,39.8,9.8,False
83,11.9,10,1,False
107.7,49.3,25,1,False
22,11,9.5,3,False
172.3,24.6,26.3,12.8,False
81.5,19.2,20.7,9.4,False
85.4,14.6,12.8,7.8,True
128.5,22.2,27.4,10.8,False
193.4,49,45.9,5.7,False
115.5,70.5,73,2,True
216.2,25.4,32.8,14.7,False
371.5,22.9,19,14,False
555.2,84.1,62.4,29,True
12.3,12.3,12,7.8,False
84,17.7,17.3,5.3,True
94,10,10,5.4,False
182.5,22.8,27.2,12,True
206.3,37.1,42.7,11.7,True
11,11,9,6,True
21,21,21,11.7,True
62,62,64,2,False
47,47,46,10,False
113,25,23,11,True
110,11,11,1,True
45,10,10,4,False
45,45,42.5,7,False
699.1,58,76,16,False
150,30,22,12,False
70.8,13.7,20,22,False
410.1,40.5,40,9,(en blanco)
128.9,11.8,12.1,19,True
17.3,12.3,12,6,True
109.2,15.9,18.4,9.8,False
162.5,10.5,10,8,False
61,13,13.5,14,True
15,15,16,8,False
88,49,66,18.5,True
10,10,10,18,False
20,20,20,7,False
72.6,16.4,16.9,7.1,False
130,10,10,6,False
9,9,9,8,False
67.7,10.3,9,7,True
94,15,14.5,12.5,True
377.3,31.4,33.9,18.4,False
11,11,10,3,True
205,25.6,25,4,True
300.2,40,41,4.5,True
20,20,14,3,True
10,10,10,1,False
62,31,31,18,False
69.5,34.5,34,9,False
10,10,10,1,False
10,10,10,2,False
240.8,25.4,36.3,12.6,False
51,17,17,11,False
372,62,45,22,False
10,10,9,4,True
418.3,25.6,14,11,True
193,10.9,10,10,True
39.3,15,15.9,6.3,False
10,10,9,6,True
89.2,13.2,12.4,5.2,False
10,10,10,7,False
840,40,40,9,(en blanco)
10,10,10,5,False
31.5,10.5,11,9.5,True
241,22.8,30,14,False
36.8,13,11.3,7.2,False
103,11,10,8,False
63,63,67,8,False
22.5,12.5,16,7,True
53.3,18,18.3,5,True
564.7,22.7,21.7,2.3,(en blanco)
66,13.2,13,1,False
105,35,35,5,False
17,17,16,4,True
30,30,29.5,4,True
92,46,49,3,True
93,31,32,6,False
37,12.3,11,4,False
19,12.3,13,10.5,False
40.5,17.3,17,3,False
100,16.8,17.5,2,False
126,14,16,11,False
30,10,10,1,True
34,17,18,3,False
51,51,52,8,False
286,34.7,35.7,23,False
11,11,9,3,True
30,15,12,4,False
150,30,16,3,True
220,31.4,32,4,False
10,10,10,3,False
229.8,15.3,14.6,11.7,False
37,13,12.5,6,False
168,14,15,1,False
260.1,17.8,15.4,9.2,True
129,16.1,16,6,False
51.5,51.5,51,9,False
436.8,34.3,24.9,12.4,True
205.4,21.5,31.6,8.8,False
387,40.4,59,28,False
83,78,78.1,14,False
60,12,13,4,False
32.8,12.9,14.3,10.5,True
26,13,13,11,True
30.4,10.2,9.2,6.4,False
160,10,10,4,True
102,10.2,10,9,True
228,24.8,27.4,5.9,False
62.8,15.3,16,7.5,True
115.4,12.6,12.7,6.5,False
55.8,16.8,27.4,11.9,True
30,10,9,7,False
89,15.3,14.4,3.6,False
36.7,15.6,19,17,True
91.7,26.6,33,14,False
119.8,20.1,22.2,8.2,False
80,19.7,18.2,8.9,True
70.4,9.5,9,6,False
15.3,15.3,15.7,7,False
159.9,17.7,15.5,6.7,False
52,21.2,18.7,6.3,False
105,21,22,6,False
108,12,12,1,False
140.5,12.9,12.6,5.8,False
11,11,10,8,True
45,15,13,2,False
41,41,40,31,True
32.5,32.5,32,2.5,False
113.1,22.6,26.3,5.8,False
20,20,16,1,True
36.3,12.8,17,7,False
158,17.6,18,7,False
52.5,15,13,1,False
120,60,60,5,True
21,21,22,7,False
22.3,12.3,12,2.3,False
27.3,10.8,10,8,True
55.5,23.8,26,3.5,False
10,10,9,20,True
52,16.5,14.8,2.8,False
60,10,10,5,False
36,12,10,3,False
128.7,11.7,15,11,False
8,8,10,7,False
10,10,9,7,False
100,20,19,5,True
151.5,57,59.5,9,False
176,11,11,3,False
26,13,16,5,True
62.4,31.2,35,1,False
223.2,35.1,38,11.1,False
47.5,24,26.2,7.3,False
160.7,26.3,25,5.3,False
80.3,12.9,10.2,18,False
207.5,23.9,28.3,8.5,False
182.3,18.8,22.6,12.1,False
71.7,38.4,37.3,8.3,False
311.5,25.9,20.3,10.5,False
82.3,12.6,12.5,3,False
11,11,11,4,False
523.9,14,24,8,False
60.2,14,14,8,True
157,36.6,36.5,7.6,False
166,19,19,4,True
40.8,40.8,38.5,11.8,False
21.3,12.7,12.7,6.3,False
179,10,9,8,True
395.7,18,16.5,17.3,False
21,21,20,3,True
875.6,41.7,38,11.1,(en blanco)
100,14.3,20.5,3.5,True
140.8,16.4,16,11.2,False
68,11.4,13,4,False
159,24.5,32,14,True
92,12,12,10,False
484,74.5,78,1,True
273.4,17.2,14,9,False
93.2,12.7,11.7,9.3,False
67,12,11,5.5,True
14,14,14,4,True
17,10.3,10.7,9.7,False
82.3,16,16,5.3,False
211.8,23.4,32.7,10.4,False
247.9,34.3,40.1,14.1,False
54,23.3,23,8,False
65.7,16.7,15.8,8.5,False
364,28,25,14,False
20,10,10,2,True
17.3,17.3,17,6.7,False
286.4,13.8,15,10,True
205.9,16.4,16.7,11.1,False
306,36,59,7,False
231,43.9,41.7,11.9,True
82,10.3,10,9,False
204.5,25.5,29.4,16.9,False
104.1,17.8,20.7,9.9,False
57.5,36.8,39.8,9.8,False
83,11.9,10,1,False
107.7,49.3,25,1,False
245.6,16.1,27.2,15.3,True
81.5,19.2,20.7,9.4,False
85.4,14.6,12.8,7.8,True
115.5,70.5,73,2,True
371.5,22.9,19,14,False
36.6,18,16.7,4.6,False
84,17.7,17.3,5.3,True
206.3,37.1,42.7,11.7,True
11,11,9,6,True
21,21,21,11.7,True
62,62,64,2,False
47,47,46,10,False
113,25,23,11,True
110,11,11,1,True
45,10,10,4,False
45,45,42.5,7,False
699.1,58,76,16,False
150,30,22,12,False
70.8,13.7,20,22,False
17.3,12.3,12,6,True
109.2,15.9,18.4,9.8,False
61,13,13.5,14,True
15,15,16,8,False
10,10,10,18,False
20,20,20,7,False
72.6,16.4,16.9,7.1,False
95.7,16.2,17.4,9.4,False
130,10,10,6,False
9,9,9,8,False
94,15,14.5,12.5,True
240.2,13.1,14.3,19.2,False
377.3,31.4,33.9,18.4,False
10.7,10.7,9,5,True
11,11,10,3,True
205,25.6,25,4,True
300.2,40,41,4.5,True
20,20,14,3,True
10,10,10,1,False
62,31,31,18,False
69.5,34.5,34,9,False
10,10,10,1,False
10,10,10,2,False
165.1,14.9,25,13,True
51,17,17,11,False
372,62,45,22,False
418.3,25.6,14,11,True
193,10.9,10,10,True
10,10,9,5,False
388.9,49.8,51.5,7.6,False
39.3,15,15.9,6.3,False
10,10,9,6,True
117.3,20.8,20.3,15.7,False
89.2,13.2,12.4,5.2,False
10,10,10,7,False
840,40,40,9,(en blanco)
10,10,10,5,False
31.5,10.5,11,9.5,True
241,22.8,30,14,False
211.7,17.1,23.3,15.3,True
36.8,13,11.3,7.2,False
87.1,12.1,10.8,9.8,False
55.3,11.9,15,14,False
103,11,10,8,False
63,63,67,8,False
321.6,24.4,30.2,19.4,False
22.5,12.5,16,7,True
53.3,18,18.3,5,True
564.7,22.7,21.7,2.3,(en blanco)
66,13.2,13,1,False
105,35,35,5,False
17,17,16,4,True
30,30,29.5,4,True
92,46,49,3,True
93,31,32,6,False
10,10,10,2,False
37,12.3,11,4,False
19,12.3,13,10.5,False
40.5,17.3,17,3,False
126,14,16,11,False
30,10,10,1,True
34,17,18,3,False
51,51,52,8,False
286,34.7,35.7,23,False
22,11,9,7,False
11,11,9,3,True
150,30,16,3,True
33,33,32,5,False
220,31.4,32,4,False
190.7,77.3,71,6,False
10,10,10,3,False
2076.9,70.8,98.6,5.6,(en blanco)
10,10,9,1,True
229.8,15.3,14.6,11.7,False
37,13,12.5,6,False
168,14,15,1,False
260.1,17.8,15.4,9.2,True
129,16.1,16,6,False
436.8,34.3,24.9,12.4,True
205.4,21.5,31.6,8.8,False
387,40.4,59,28,False
51.8,12.4,11.4,7,False
83,78,78.1,14,False
60,12,13,4,False
32.8,12.9,14.3,10.5,True
26,13,13,11,True
30.4,10.2,9.2,6.4,False
129,43,38,14,True
160,10,10,4,True
102,10.2,10,9,True
94.7,15.1,19,14.3,False
62.8,15.3,16,7.5,True
115.4,12.6,12.7,6.5,False
132.1,14.9,16.1,8.5,False
55.8,16.8,27.4,11.9,True
30,10,9,7,False
29.2,15.8,15.8,2.3,False
36.7,15.6,19,17,True
413.8,103.9,97.5,14.1,False
91.7,26.6,33,14,False
298.7,26.8,27.6,6.6,False
20.5,20.5,19,17,True
122.1,23.3,31.3,9.6,False
70.4,9.5,9,6,False
15.3,15.3,15.7,7,False
159.9,17.7,15.5,6.7,False
52,21.2,18.7,6.3,False
105,21,22,6,False
108,12,12,1,False
140.5,12.9,12.6,5.8,False
420.4,58,50.8,4.3,False
164.5,23.6,20.8,8.3,False
11,11,10,8,True
45,15,13,2,False
32.5,32.5,32,2.5,False
246.6,14.6,13.2,4,True
20,20,16,1,True
36.3,12.8,17,7,False
158,17.6,18,7,False
52.5,15,13,1,False
120,60,60,5,True
21,21,22,7,False
22.3,12.3,12,2.3,False
60,10,10,5,False
36,12,10,3,False
1961.2,65.8,62.7,11.7,(en blanco)
128.7,11.7,15,11,False
8,8,10,7,False
10,10,9,7,False
100,20,19,5,True
151.5,57,59.5,9,False
176,11,11,3,False
26,13,16,5,True
62.4,31.2,35,1,False
223.2,35.1,38,11.1,False
108.3,15.1,15.1,8.3,False
721.5,27.7,29.1,6.6,(en blanco)
57.7,14,13.9,5,False
49.4,12.7,14.9,4.6,False
203.6,32.8,31.2,11.1,False
47.5,24,26.2,7.3,False
160.7,26.3,25,5.3,False
26.5,22,19,9.3,True
80.3,12.9,10.2,18,False
207.5,23.9,28.3,8.5,False
182.3,18.8,22.6,12.1,False
94.5,55.8,57.5,9.8,True
133.7,20.6,22.8,9.1,True
71.7,38.4,37.3,8.3,False
20,20,20,5,False
99.6,16,16.3,7.5,False
185.3,20.3,21.3,9.9,False
311.5,25.9,20.3,10.5,False
25.8,11.5,10.8,9.4,False
391.4,54.8,63.4,15.2,True
82.3,12.6,12.5,3,False
11,11,11,4,False
523.9,14,24,8,False
180.9,17.6,13.7,6.3,False
80,80,78,3.7,False
60.2,14,14,8,True
157,36.6,36.5,7.6,False
166,19,19,4,True
11,11,10,9,False
66,36.4,32.4,10.2,False
115.5,16.5,16,4.5,False
179,10,9,8,True
395.7,18,16.5,17.3,False
21,21,20,3,True
153.2,15,13.8,6.9,False
76.2,12.6,12.7,7,False
100,14.3,20.5,3.5,True
140.8,16.4,16,11.2,False
68,11.4,13,4,False
159,24.5,32,14,True
92,12,12,10,False
484,74.5,78,1,True
214.3,45.2,50.4,15.9,False
273.4,17.2,14,9,False
35.4,11.6,10.6,7,False
67,12,11,5.5,True
175.1,23.8,28.3,14.7,False
17,10.3,10.7,9.7,False
63.6,14.5,17.4,7.8,False
82.3,16,16,5.3,False
247.9,34.3,40.1,14.1,False
54,23.3,23,8,False
364,28,25,14,False
269.4,42.9,40.2,6.4,False
20,10,10,2,True
215,22.4,30,14.7,False
17.3,17.3,17,6.7,False
72,27.5,17.7,9.8,True
245.9,13.4,12.6,15.2,False
115,13.2,20.5,9,True
306,36,59,7,False
72.1,17.7,21,4.9,False
82,10.3,10,9,False
104.1,17.8,20.7,9.9,False
75,14,14.8,13.3,False
83,11.9,10,1,False
107.7,49.3,25,1,False
22,11,9.5,3,False
81.5,19.2,20.7,9.4,False
85.4,14.6,12.8,7.8,True
128.5,22.2,27.4,10.8,False
193.4,49,45.9,5.7,False
115.5,70.5,73,2,True
371.5,22.9,19,14,False
555.2,84.1,62.4,29,True
12.3,12.3,12,7.8,False
36.6,18,16.7,4.6,False
84,17.7,17.3,5.3,True
94,10,10,5.4,False
206.3,37.1,42.7,11.7,True
304.5,27.9,26,17,False
21,21,21,11.7,True
62,62,64,2,False
47,47,46,10,False
113,25,23,11,True
110,11,11,1,True
45,10,10,4,False
45,45,42.5,7,False
699.1,58,76,16,False
150,30,22,12,False
70.8,13.7,20,22,False
17.3,12.3,12,6,True
61,13,13.5,14,True
15,15,16,8,False
88,49,66,18.5,True
10,10,10,18,False
20,20,20,7,False
72.6,16.4,16.9,7.1,False
130,10,10,6,False
9,9,9,8,False
201.9,52,51.4,7.2,True
67.7,10.3,9,7,True
94,15,14.5,12.5,True
240.2,13.1,14.3,19.2,False
377.3,31.4,33.9,18.4,False
10.7,10.7,9,5,True
11,11,10,3,True
205,25.6,25,4,True
300.2,40,41,4.5,True
20,20,14,3,True
10,10,10,1,False
62,31,31,18,False
69.5,34.5,34,9,False
10,10,10,1,False
10,10,10,2,False
165.1,14.9,25,13,True
51,17,17,11,False
372,62,45,22,False
10,10,9,4,True
418.3,25.6,14,11,True
193,10.9,10,10,True
388.9,49.8,51.5,7.6,False
39.3,15,15.9,6.3,False
10,10,9,6,True
117.3,20.8,20.3,15.7,False
89.2,13.2,12.4,5.2,False
10,10,10,7,False
840,40,40,9,(en blanco)
10,10,10,5,False
31.5,10.5,11,9.5,True
241,22.8,30,14,False
36.8,13,11.3,7.2,False
87.1,12.1,10.8,9.8,False
55.3,11.9,15,14,False
103,11,10,8,False
63,63,67,8,False
321.6,24.4,30.2,19.4,False
